complaints_id,month,,region_name,circle_name,division_name,Estimated_Time_of_Restoration,season
13215696,,,,,,144,Winter
11394077,,,,,,144,Summer
11282361,,,,,,144,Summer
12512542,,,,,,144,Rainy
12496609,,,,,,144,Rainy
12604129,,,,,,144,Rainy
11600900,,,,,,144,Summer
12369436,,,,,,144,Rainy
12258838,,,,,,144,Rainy
12753749,,,,,,144,Rainy
11303783,,,,,,144,Summer
13193498,,,,,,144,Winter
12961193,,,,,,144,Rainy
11343929,,,,,,144,Summer
11554558,,,,,,144,Summer
11891617,,,,,,144,Summer
12123835,,,,,,144,Summer
11775859,,,,,,145,Summer
11853856,,,,,,145,Summer
13071022,,,,,,145,Rainy
12409145,,,,,,145,Rainy
12119675,,,,,,145,Summer
12046291,,,,,,145,Summer
12916363,,,,,,145,Rainy
11814784,,,,,,145,Summer
12404152,,,,,,145,Rainy
11282728,,,,,,145,Summer
12046302,,,,,,145,Summer
11814753,,,,,,145,Summer
13206543,,,,,,145,Winter
12159742,,,,,,145,Rainy
12983065,,,,,,145,Rainy
12191267,,,,,,145,Rainy
11814738,,,,,,145,Summer
11303694,,,,,,145,Summer
11775752,,,,,,145,Summer
12197745,,,,,,145,Rainy
12196046,,,,,,145,Rainy
11298211,,,,,,145,Summer
12197755,,,,,,145,Rainy
13215997,,,,,,145,Winter
12038802,,,,,,145,Summer
11954810,,,,,,145,Summer
12964505,,,,,,145,Rainy
13065437,,,,,,145,Rainy
12975845,,,,,,145,Rainy
12254075,,,,,,145,Rainy
13070562,,,,,,145,Rainy
11773594,,,,,,145,Summer
12983519,,,,,,145,Rainy
11298358,,,,,,145,Summer
12977532,,,,,,145,Rainy
11854430,,,,,,145,Summer
12256259,,,,,,145,Rainy
11298208,,,,,,145,Summer
12915420,,,,,,145,Rainy
11946808,,,,,,145,Summer
13011194,,,,,,145,Rainy
12913467,,,,,,145,Rainy
12254712,,,,,,145,Rainy
12154663,,,,,,145,Summer
13069938,,,,,,145,Rainy
13247731,,,,,,145,Winter
12403670,,,,,,145,Rainy
12154682,,,,,,145,Summer
12256783,,,,,,145,Rainy
11304496,,,,,,145,Summer
12260024,,,,,,145,Rainy
12024144,,,,,,145,Summer
12983537,,,,,,145,Rainy
11891648,,,,,,145,Summer
13247674,,,,,,145,Winter
12150695,,,,,,145,Summer
12007285,,,,,,145,Summer
12121533,,,,,,145,Summer
12976447,,,,,,145,Rainy
12408748,,,,,,145,Rainy
11938627,,,,,,145,Summer
12190775,,,,,,145,Rainy
12364243,,,,,,145,Rainy
11290024,,,,,,145,Summer
13219533,,,,,,145,Winter
12362441,,,,,,145,Rainy
12317996,,,,,,145,Rainy
13253441,,,,,,145,Winter
12360716,,,,,,145,Rainy
11925070,,,,,,145,Summer
11937245,,,,,,145,Summer
12973252,,,,,,145,Rainy
12092125,,,,,,145,Summer
12209946,,,,,,145,Rainy
12360247,,,,,,145,Rainy
12360116,,,,,,145,Rainy
12108399,,,,,,145,Summer
13020918,,,,,,145,Rainy
13051353,,,,,,145,Rainy
13068299,,,,,,145,Rainy
11936676,,,,,,145,Summer
11926555,,,,,,145,Summer
11925075,,,,,,145,Summer
12357270,,,,,,145,Rainy
12949775,,,,,,145,Rainy
11889043,,,,,,145,Summer
12985866,,,,,,145,Rainy
12054355,,,,,,145,Summer
11274377,,,,,,145,Summer
13204421,,,,,,145,Winter
12371416,,,,,,145,Rainy
13075104,,,,,,145,Rainy
12136120,,,,,,145,Summer
13007952,,,,,,145,Rainy
12069988,,,,,,145,Summer
11274292,,,,,,145,Summer
11937923,,,,,,145,Summer
11535843,,,,,,145,Summer
13255240,,,,,,145,Winter
12985921,,,,,,145,Rainy
13225072,,,,,,145,Winter
11274297,,,,,,145,Summer
11861937,,,,,,145,Summer
12370081,,,,,,145,Rainy
12030424,,,,,,145,Summer
11498926,,,,,,145,Summer
12314803,,,,,,145,Rainy
13007950,,,,,,145,Rainy
12106926,,,,,,145,Summer
12135807,,,,,,145,Summer
13221260,,,,,,145,Winter
13038206,,,,,,145,Rainy
12106469,,,,,,145,Summer
12085151,,,,,,145,Summer
11346784,,,,,,145,Summer
11846883,,,,,,145,Summer
11325721,,,,,,145,Summer
12029541,,,,,,145,Summer
12134072,,,,,,145,Summer
11846822,,,,,,145,Summer
12222025,,,,,,145,Rainy
11846915,,,,,,145,Summer
12085832,,,,,,145,Summer
12988579,,,,,,145,Rainy
13202821,,,,,,145,Winter
11345917,,,,,,145,Summer
12230778,,,,,,145,Rainy
12942600,,,,,,145,Rainy
12988472,,,,,,145,Rainy
12008861,,,,,,145,Summer
12027650,,,,,,145,Summer
13017611,,,,,,145,Rainy
11273607,,,,,,145,Summer
12990862,,,,,,145,Rainy
12135752,,,,,,145,Summer
12066349,,,,,,145,Summer
12185821,,,,,,145,Rainy
12173198,,,,,,145,Rainy
12091637,,,,,,145,Summer
12135726,,,,,,145,Summer
12135494,,,,,,145,Summer
12217801,,,,,,145,Rainy
13020339,,,,,,145,Rainy
12089346,,,,,,145,Summer
12352781,,,,,,145,Rainy
11996955,,,,,,145,Summer
12135473,,,,,,145,Summer
11955313,,,,,,145,Summer
12029539,,,,,,145,Summer
12135166,,,,,,145,Summer
13241697,,,,,,145,Winter
13241678,,,,,,145,Winter
13019855,,,,,,145,Rainy
12990873,,,,,,145,Rainy
12352653,,,,,,145,Rainy
12181429,,,,,,145,Rainy
12054289,,,,,,145,Summer
12054256,,,,,,145,Summer
13208367,,,,,,145,Winter
12144749,,,,,,145,Summer
11272720,,,,,,145,Summer
12144166,,,,,,145,Summer
11495187,,,,,,145,Summer
11521853,,,,,,145,Summer
11874646,,,,,,145,Summer
12017467,,,,,,145,Summer
13002235,,,,,,145,Rainy
13246587,,,,,,145,Winter
12923618,,,,,,145,Rainy
12122352,,,,,,145,Summer
11874599,,,,,,145,Summer
12071833,,,,,,145,Summer
12984818,,,,,,145,Rainy
11321050,,,,,,145,Summer
13224449,,,,,,145,Winter
12019286,,,,,,145,Summer
13211848,,,,,,145,Winter
12071764,,,,,,145,Summer
12142290,,,,,,145,Summer
12071720,,,,,,145,Summer
13051662,,,,,,145,Rainy
12978971,,,,,,145,Rainy
12265785,,,,,,145,Rainy
13071634,,,,,,145,Rainy
11354135,,,,,,145,Summer
13061091,,,,,,145,Rainy
13011091,,,,,,145,Rainy
13071646,,,,,,145,Rainy
13004703,,,,,,145,Rainy
12074155,,,,,,145,Summer
12096057,,,,,,145,Summer
12017427,,,,,,145,Summer
12249120,,,,,,145,Rainy
11307914,,,,,,145,Summer
11327683,,,,,,145,Summer
11460994,,,,,,145,Summer
12095971,,,,,,145,Summer
13214273,,,,,,145,Winter
11353660,,,,,,145,Summer
11282451,,,,,,145,Summer
12974940,,,,,,145,Rainy
11993660,,,,,,145,Summer
11971605,,,,,,145,Summer
11953028,,,,,,145,Summer
12383595,,,,,,145,Rainy
11821664,,,,,,145,Summer
11923012,,,,,,145,Summer
12306145,,,,,,145,Rainy
12024357,,,,,,145,Summer
12082630,,,,,,145,Summer
12992902,,,,,,145,Rainy
12952836,,,,,,145,Rainy
11923031,,,,,,145,Summer
12967785,,,,,,145,Rainy
11305359,,,,,,145,Summer
12019239,,,,,,145,Summer
11872622,,,,,,145,Summer
12083276,,,,,,145,Summer
12054030,,,,,,145,Summer
12070882,,,,,,145,Summer
12070875,,,,,,145,Summer
11460462,,,,,,145,Summer
12373319,,,,,,145,Rainy
11308907,,,,,,145,Summer
12208993,,,,,,145,Rainy
11488152,,,,,,145,Summer
13227174,,,,,,145,Winter
12027487,,,,,,145,Summer
12017511,,,,,,145,Summer
12082434,,,,,,145,Summer
12383105,,,,,,145,Rainy
12297748,,,,,,145,Rainy
12297769,,,,,,145,Rainy
13037966,,,,,,145,Rainy
12094991,,,,,,145,Summer
11853194,,,,,,145,Summer
12298235,,,,,,145,Rainy
13250750,,,,,,145,Winter
13250755,,,,,,145,Winter
12071469,,,,,,145,Summer
11853090,,,,,,145,Summer
12208105,,,,,,145,Rainy
12181069,,,,,,145,Rainy
11468250,,,,,,145,Summer
12378550,,,,,,145,Rainy
11860736,,,,,,145,Summer
11907228,,,,,,145,Summer
11907244,,,,,,145,Summer
12024942,,,,,,145,Summer
12303961,,,,,,145,Rainy
11489062,,,,,,145,Summer
12249608,,,,,,145,Rainy
13210909,,,,,,145,Winter
13048536,,,,,,145,Rainy
12558701,,,,,,145,Rainy
12832980,,,,,,145,Rainy
12450108,,,,,,145,Rainy
13193783,,,,,,145,Winter
12889344,,,,,,145,Rainy
13112495,,,,,,145,Winter
13099370,,,,,,145,Winter
11430087,,,,,,145,Summer
12665667,,,,,,145,Rainy
11737456,,,,,,145,Summer
12432130,,,,,,145,Rainy
13112371,,,,,,145,Winter
12457213,,,,,,145,Rainy
12418587,,,,,,145,Rainy
12601752,,,,,,145,Rainy
13099453,,,,,,145,Winter
12449690,,,,,,145,Rainy
11612575,,,,,,145,Summer
11612482,,,,,,145,Summer
13166288,,,,,,145,Winter
12590987,,,,,,145,Rainy
11403511,,,,,,145,Summer
12450522,,,,,,145,Rainy
12420958,,,,,,145,Rainy
12420777,,,,,,145,Rainy
13095957,,,,,,145,Winter
12592881,,,,,,145,Rainy
12723444,,,,,,145,Rainy
13196257,,,,,,145,Winter
12834407,,,,,,145,Rainy
12723614,,,,,,145,Rainy
13152348,,,,,,145,Winter
12889288,,,,,,145,Rainy
12526719,,,,,,145,Rainy
12421174,,,,,,145,Rainy
12519368,,,,,,145,Rainy
12519059,,,,,,145,Rainy
12734302,,,,,,145,Rainy
11567638,,,,,,145,Summer
13155015,,,,,,145,Winter
12734339,,,,,,145,Rainy
12864589,,,,,,145,Rainy
13180977,,,,,,145,Winter
11629462,,,,,,145,Summer
12648285,,,,,,145,Rainy
11589084,,,,,,145,Summer
13133336,,,,,,145,Winter
12892112,,,,,,145,Rainy
12647354,,,,,,145,Rainy
11589085,,,,,,145,Summer
12646299,,,,,,145,Rainy
12609580,,,,,,145,Rainy
11719379,,,,,,145,Summer
12417299,,,,,,145,Rainy
12861505,,,,,,145,Rainy
12728974,,,,,,145,Rainy
12828974,,,,,,145,Rainy
11570301,,,,,,145,Summer
13095814,,,,,,145,Winter
12771681,,,,,,145,Rainy
12603359,,,,,,145,Rainy
13153789,,,,,,145,Winter
12604138,,,,,,145,Rainy
11569688,,,,,,145,Summer
12607063,,,,,,145,Rainy
13122155,,,,,,145,Winter
11562791,,,,,,145,Summer
12730960,,,,,,145,Rainy
12861352,,,,,,145,Rainy
12656501,,,,,,145,Rainy
13166704,,,,,,145,Winter
13166725,,,,,,145,Winter
12908261,,,,,,145,Rainy
13141378,,,,,,145,Winter
13172842,,,,,,145,Winter
12785274,,,,,,145,Rainy
13188524,,,,,,145,Winter
12542350,,,,,,145,Rainy
13104920,,,,,,145,Winter
13190216,,,,,,145,Winter
11650396,,,,,,145,Summer
12452946,,,,,,145,Rainy
11641133,,,,,,145,Summer
11578912,,,,,,145,Summer
12566662,,,,,,145,Rainy
12712655,,,,,,145,Rainy
11579356,,,,,,145,Summer
12691414,,,,,,145,Rainy
12884172,,,,,,145,Rainy
12694533,,,,,,145,Rainy
12708975,,,,,,145,Rainy
12705175,,,,,,145,Rainy
11702837,,,,,,145,Summer
12456594,,,,,,145,Rainy
13143012,,,,,,145,Winter
13097393,,,,,,145,Winter
13171539,,,,,,145,Winter
12900804,,,,,,145,Rainy
12777561,,,,,,145,Rainy
13172282,,,,,,145,Winter
12561206,,,,,,145,Rainy
13172316,,,,,,145,Winter
12552985,,,,,,145,Rainy
12552963,,,,,,145,Rainy
13194625,,,,,,145,Winter
13144742,,,,,,145,Winter
12853633,,,,,,145,Rainy
12853644,,,,,,145,Rainy
12790368,,,,,,145,Rainy
11359508,,,,,,145,Summer
12531116,,,,,,145,Rainy
11581481,,,,,,145,Summer
11694269,,,,,,145,Summer
12530363,,,,,,145,Rainy
12718414,,,,,,145,Rainy
12580554,,,,,,145,Rainy
11421497,,,,,,145,Summer
11764623,,,,,,145,Summer
11388378,,,,,,145,Summer
12719519,,,,,,145,Rainy
12679284,,,,,,145,Rainy
11359031,,,,,,145,Summer
11438786,,,,,,145,Summer
13169365,,,,,,145,Winter
11694399,,,,,,145,Summer
11404139,,,,,,145,Summer
12794950,,,,,,145,Rainy
12790648,,,,,,145,Rainy
12537040,,,,,,145,Rainy
12536923,,,,,,145,Rainy
12572560,,,,,,145,Rainy
11580274,,,,,,145,Summer
12682330,,,,,,145,Rainy
12682305,,,,,,145,Rainy
11654666,,,,,,145,Summer
12853989,,,,,,145,Rainy
12681125,,,,,,145,Rainy
12714712,,,,,,145,Rainy
12579969,,,,,,145,Rainy
12680433,,,,,,145,Rainy
12531601,,,,,,145,Rainy
12794922,,,,,,145,Rainy
11683743,,,,,,145,Summer
12646267,,,,,,145,Rainy
12600964,,,,,,145,Rainy
12892188,,,,,,145,Rainy
11557004,,,,,,145,Summer
12486512,,,,,,145,Rainy
13132875,,,,,,145,Winter
12617026,,,,,,145,Rainy
12616985,,,,,,145,Rainy
11419146,,,,,,145,Summer
12806646,,,,,,145,Rainy
12446871,,,,,,145,Rainy
12485721,,,,,,145,Rainy
13157351,,,,,,145,Winter
13109471,,,,,,145,Winter
12873684,,,,,,145,Rainy
13129990,,,,,,145,Winter
11399332,,,,,,145,Summer
12496377,,,,,,145,Rainy
13130479,,,,,,145,Winter
12744382,,,,,,145,Rainy
11364967,,,,,,145,Summer
12873526,,,,,,145,Rainy
13109875,,,,,,145,Winter
13161678,,,,,,145,Winter
11668094,,,,,,145,Summer
11363326,,,,,,145,Summer
12762355,,,,,,145,Rainy
12753296,,,,,,145,Rainy
13160291,,,,,,145,Winter
12618525,,,,,,145,Rainy
12809264,,,,,,145,Rainy
12913408,,,,,,145,Rainy
12913406,,,,,,145,Rainy
12628340,,,,,,145,Rainy
12627338,,,,,,145,Rainy
12489144,,,,,,145,Rainy
11364648,,,,,,145,Summer
12811484,,,,,,145,Rainy
12812118,,,,,,145,Rainy
11563627,,,,,,145,Summer
13119590,,,,,,145,Winter
13118103,,,,,,145,Winter
11372598,,,,,,145,Summer
11372294,,,,,,145,Summer
11563726,,,,,,145,Summer
12761348,,,,,,145,Rainy
12635868,,,,,,145,Rainy
11752406,,,,,,145,Summer
11621527,,,,,,145,Summer
12618971,,,,,,145,Rainy
12876766,,,,,,145,Rainy
12409916,,,,,,145,Rainy
11372263,,,,,,145,Summer
11730270,,,,,,145,Summer
11752400,,,,,,145,Summer
12743441,,,,,,145,Rainy
11422865,,,,,,145,Summer
12442459,,,,,,145,Rainy
13186773,,,,,,145,Winter
12643912,,,,,,145,Rainy
12503897,,,,,,145,Rainy
11589469,,,,,,145,Summer
13107096,,,,,,145,Winter
12739097,,,,,,145,Rainy
13103077,,,,,,145,Winter
12503454,,,,,,145,Rainy
12804067,,,,,,145,Rainy
12417067,,,,,,145,Rainy
12503216,,,,,,145,Rainy
13110439,,,,,,145,Winter
12820040,,,,,,145,Rainy
13148330,,,,,,146,Winter
12427793,,,,,,146,Rainy
11666978,,,,,,146,Summer
12888289,,,,,,146,Rainy
13020878,,,,,,146,Rainy
12988594,,,,,,146,Rainy
11495907,,,,,,146,Summer
13067174,,,,,,146,Rainy
11512151,,,,,,146,Summer
11684072,,,,,,146,Summer
12326162,,,,,,146,Rainy
13001587,,,,,,146,Rainy
11863390,,,,,,146,Summer
11937416,,,,,,146,Summer
13147488,,,,,,146,Winter
12845157,,,,,,146,Rainy
11863336,,,,,,146,Summer
11512682,,,,,,146,Summer
12103923,,,,,,146,Summer
11512726,,,,,,146,Summer
12378548,,,,,,146,Rainy
12807715,,,,,,146,Rainy
11684599,,,,,,146,Summer
11890056,,,,,,146,Summer
12173752,,,,,,146,Rainy
12074526,,,,,,146,Summer
12078560,,,,,,146,Summer
13018623,,,,,,146,Rainy
12086138,,,,,,146,Summer
11344373,,,,,,146,Summer
12064033,,,,,,146,Summer
13090696,,,,,,146,Winter
11298264,,,,,,146,Summer
13067434,,,,,,146,Rainy
13004156,,,,,,146,Rainy
11292441,,,,,,146,Summer
11298301,,,,,,146,Summer
12990278,,,,,,146,Rainy
12948429,,,,,,146,Rainy
12641933,,,,,,146,Rainy
12105643,,,,,,146,Summer
12573490,,,,,,146,Rainy
12172301,,,,,,146,Rainy
13232280,,,,,,146,Winter
13004328,,,,,,146,Rainy
13231944,,,,,,146,Winter
13104053,,,,,,146,Winter
11604035,,,,,,146,Summer
13020073,,,,,,146,Rainy
11317514,,,,,,146,Summer
13004704,,,,,,146,Rainy
12991992,,,,,,146,Rainy
13001593,,,,,,146,Rainy
12345139,,,,,,146,Rainy
12691727,,,,,,146,Rainy
11904786,,,,,,146,Summer
13190119,,,,,,146,Winter
12052105,,,,,,146,Summer
12624432,,,,,,146,Rainy
12897777,,,,,,146,Rainy
12381187,,,,,,146,Rainy
12985900,,,,,,146,Rainy
12985890,,,,,,146,Rainy
12625682,,,,,,146,Rainy
12700615,,,,,,146,Rainy
13231175,,,,,,146,Winter
11320592,,,,,,146,Summer
12783143,,,,,,146,Rainy
11608249,,,,,,146,Summer
13231165,,,,,,146,Winter
12441406,,,,,,146,Rainy
12646318,,,,,,146,Rainy
12644838,,,,,,146,Rainy
12985555,,,,,,146,Rainy
12558984,,,,,,146,Rainy
12094974,,,,,,146,Summer
12644901,,,,,,146,Rainy
13025207,,,,,,146,Rainy
11495149,,,,,,146,Summer
12704256,,,,,,146,Rainy
13158230,,,,,,146,Winter
12985792,,,,,,146,Rainy
12380708,,,,,,146,Rainy
11649044,,,,,,146,Summer
13194611,,,,,,146,Winter
13219980,,,,,,146,Winter
12131513,,,,,,146,Summer
13219962,,,,,,146,Winter
11699847,,,,,,146,Summer
11386127,,,,,,146,Summer
11318893,,,,,,146,Summer
12808197,,,,,,146,Rainy
11318897,,,,,,146,Summer
12053967,,,,,,146,Summer
12053938,,,,,,146,Summer
12341074,,,,,,146,Rainy
12562365,,,,,,146,Rainy
13091432,,,,,,146,Winter
12053859,,,,,,146,Summer
12314929,,,,,,146,Rainy
11761551,,,,,,146,Summer
11495724,,,,,,146,Summer
11761588,,,,,,146,Summer
12314877,,,,,,146,Rainy
12648261,,,,,,146,Rainy
12092915,,,,,,146,Summer
12694794,,,,,,146,Rainy
13231313,,,,,,146,Winter
11432466,,,,,,146,Summer
11862218,,,,,,146,Summer
12894349,,,,,,146,Rainy
11862210,,,,,,146,Summer
12054270,,,,,,146,Summer
12654406,,,,,,146,Rainy
12580217,,,,,,146,Rainy
13169964,,,,,,146,Winter
11750491,,,,,,146,Summer
13066474,,,,,,146,Rainy
12443417,,,,,,146,Rainy
11489095,,,,,,146,Summer
12430516,,,,,,146,Rainy
13161633,,,,,,146,Winter
13191344,,,,,,146,Winter
12667154,,,,,,146,Rainy
12082355,,,,,,146,Summer
11923102,,,,,,146,Summer
11750565,,,,,,146,Summer
12446333,,,,,,146,Rainy
13223623,,,,,,146,Winter
13087940,,,,,,146,Winter
11295895,,,,,,146,Summer
12070885,,,,,,146,Summer
12322518,,,,,,146,Rainy
12082606,,,,,,146,Summer
12996124,,,,,,146,Rainy
13152404,,,,,,146,Winter
12594159,,,,,,146,Rainy
11344952,,,,,,146,Summer
12594126,,,,,,146,Rainy
11488240,,,,,,146,Summer
12134816,,,,,,146,Summer
12121605,,,,,,146,Summer
12082451,,,,,,146,Summer
12144680,,,,,,146,Summer
13225550,,,,,,146,Winter
12449948,,,,,,146,Rainy
12604290,,,,,,146,Rainy
12611874,,,,,,146,Rainy
12078989,,,,,,146,Summer
13224771,,,,,,146,Winter
12946514,,,,,,146,Rainy
12798648,,,,,,146,Rainy
12078995,,,,,,146,Summer
13227281,,,,,,146,Winter
12071686,,,,,,146,Summer
11891516,,,,,,146,Summer
13235405,,,,,,146,Winter
12946537,,,,,,146,Rainy
11365498,,,,,,146,Summer
12896391,,,,,,146,Rainy
12137489,,,,,,146,Summer
11921545,,,,,,146,Summer
11685435,,,,,,146,Summer
12937952,,,,,,146,Rainy
13089988,,,,,,146,Winter
12324706,,,,,,146,Rainy
13224436,,,,,,146,Winter
11399409,,,,,,146,Summer
12135789,,,,,,146,Summer
13224095,,,,,,146,Winter
11297705,,,,,,146,Summer
13237585,,,,,,146,Winter
13066470,,,,,,146,Rainy
12825271,,,,,,146,Rainy
12668721,,,,,,146,Rainy
12154062,,,,,,146,Summer
12670252,,,,,,146,Rainy
12993756,,,,,,146,Rainy
12450992,,,,,,146,Rainy
12109469,,,,,,146,Summer
12895660,,,,,,146,Rainy
12451019,,,,,,146,Rainy
13064871,,,,,,146,Rainy
13017618,,,,,,146,Rainy
12163170,,,,,,146,Rainy
12637917,,,,,,146,Rainy
12617490,,,,,,146,Rainy
13169457,,,,,,146,Winter
12428798,,,,,,146,Rainy
13169585,,,,,,146,Winter
12800126,,,,,,146,Rainy
13233920,,,,,,146,Winter
13160549,,,,,,146,Winter
12889028,,,,,,146,Rainy
13009217,,,,,,146,Rainy
12373804,,,,,,146,Rainy
11428115,,,,,,146,Summer
13009151,,,,,,146,Rainy
12106340,,,,,,146,Summer
13160338,,,,,,146,Winter
13239975,,,,,,146,Winter
11873888,,,,,,146,Summer
12136038,,,,,,146,Summer
11428060,,,,,,146,Summer
12895663,,,,,,146,Rainy
12680368,,,,,,146,Rainy
11310794,,,,,,146,Summer
13151050,,,,,,146,Winter
12670264,,,,,,146,Rainy
12593640,,,,,,146,Rainy
12121123,,,,,,146,Summer
13065720,,,,,,146,Rainy
13202453,,,,,,146,Winter
12995247,,,,,,146,Rainy
11684763,,,,,,146,Summer
11459076,,,,,,146,Summer
13065420,,,,,,146,Rainy
12834960,,,,,,146,Rainy
12371761,,,,,,146,Rainy
12371762,,,,,,146,Rainy
12069993,,,,,,146,Summer
12156893,,,,,,146,Summer
12999974,,,,,,146,Rainy
12156900,,,,,,146,Summer
12448483,,,,,,146,Rainy
11398790,,,,,,146,Summer
13089342,,,,,,146,Winter
11542293,,,,,,146,Summer
12607735,,,,,,146,Rainy
11344476,,,,,,146,Summer
11876213,,,,,,146,Summer
12800062,,,,,,146,Rainy
12586506,,,,,,146,Rainy
11925119,,,,,,146,Summer
12891724,,,,,,146,Rainy
12837848,,,,,,146,Rainy
13071668,,,,,,146,Rainy
11372589,,,,,,146,Summer
12809341,,,,,,146,Rainy
13112886,,,,,,146,Winter
11776098,,,,,,146,Summer
13109793,,,,,,146,Winter
12856475,,,,,,146,Rainy
11411702,,,,,,146,Summer
13130412,,,,,,146,Winter
11971495,,,,,,146,Summer
13177467,,,,,,146,Winter
11562022,,,,,,146,Summer
13182530,,,,,,146,Winter
12856577,,,,,,146,Rainy
12872629,,,,,,146,Rainy
11776056,,,,,,146,Summer
13177638,,,,,,146,Winter
11562029,,,,,,146,Summer
11379963,,,,,,146,Summer
12525861,,,,,,146,Rainy
12236889,,,,,,146,Rainy
12501197,,,,,,146,Rainy
11379581,,,,,,146,Summer
12772820,,,,,,146,Rainy
11441574,,,,,,146,Summer
13178220,,,,,,146,Winter
12496099,,,,,,146,Rainy
11562162,,,,,,146,Summer
12396279,,,,,,146,Rainy
11369594,,,,,,146,Summer
12238140,,,,,,146,Rainy
12499565,,,,,,146,Rainy
13053520,,,,,,146,Rainy
12024885,,,,,,146,Summer
12006179,,,,,,146,Summer
11379243,,,,,,146,Summer
13205960,,,,,,146,Winter
12855935,,,,,,146,Rainy
12027742,,,,,,146,Summer
12027737,,,,,,146,Summer
12027732,,,,,,146,Summer
11740017,,,,,,146,Summer
11282035,,,,,,146,Summer
11561457,,,,,,146,Summer
13176420,,,,,,146,Winter
13214355,,,,,,146,Winter
11813951,,,,,,146,Summer
11952897,,,,,,146,Summer
12752739,,,,,,146,Rainy
13181068,,,,,,146,Winter
12979368,,,,,,146,Rainy
12529289,,,,,,146,Rainy
11359055,,,,,,146,Summer
12748779,,,,,,146,Rainy
11813882,,,,,,146,Summer
12773561,,,,,,146,Rainy
12468060,,,,,,146,Rainy
11611860,,,,,,146,Summer
12967521,,,,,,146,Rainy
12967368,,,,,,146,Rainy
12720606,,,,,,146,Rainy
12026220,,,,,,146,Summer
11274829,,,,,,146,Summer
13054212,,,,,,146,Rainy
11821040,,,,,,146,Summer
11820846,,,,,,146,Summer
11359023,,,,,,146,Summer
12529250,,,,,,146,Rainy
11274199,,,,,,146,Summer
12883498,,,,,,146,Rainy
12474267,,,,,,146,Rainy
12198712,,,,,,146,Rainy
12019196,,,,,,146,Summer
12008255,,,,,,146,Summer
11736102,,,,,,146,Summer
11724297,,,,,,146,Summer
12208318,,,,,,146,Rainy
11773236,,,,,,146,Summer
12417911,,,,,,146,Rainy
12222381,,,,,,146,Rainy
12275876,,,,,,146,Rainy
12737630,,,,,,146,Rainy
12014281,,,,,,146,Summer
12733650,,,,,,146,Rainy
11276540,,,,,,146,Summer
12512604,,,,,,146,Rainy
12973140,,,,,,146,Rainy
13037393,,,,,,146,Rainy
12734065,,,,,,146,Rainy
12221509,,,,,,146,Rainy
12736632,,,,,,146,Rainy
13196770,,,,,,146,Winter
12736549,,,,,,146,Rainy
13133312,,,,,,146,Winter
11471734,,,,,,146,Summer
12507828,,,,,,146,Rainy
12730953,,,,,,146,Rainy
13037935,,,,,,146,Rainy
12971801,,,,,,146,Rainy
12916124,,,,,,146,Rainy
12210516,,,,,,146,Rainy
12734788,,,,,,146,Rainy
12220420,,,,,,146,Rainy
12734373,,,,,,146,Rainy
11471781,,,,,,146,Summer
11358327,,,,,,146,Summer
12738756,,,,,,146,Rainy
11832327,,,,,,146,Summer
12017988,,,,,,146,Summer
12728658,,,,,,146,Rainy
12974666,,,,,,146,Rainy
11836965,,,,,,146,Summer
12502177,,,,,,146,Rainy
13135441,,,,,,146,Winter
12204886,,,,,,146,Rainy
13039851,,,,,,146,Rainy
11531576,,,,,,146,Summer
12519989,,,,,,146,Rainy
12728448,,,,,,146,Rainy
12501233,,,,,,146,Rainy
12405194,,,,,,146,Rainy
12019161,,,,,,146,Summer
11631803,,,,,,146,Summer
12027777,,,,,,146,Summer
12771704,,,,,,146,Rainy
12234967,,,,,,146,Rainy
13210313,,,,,,146,Winter
12206388,,,,,,146,Rainy
12017437,,,,,,146,Summer
12007872,,,,,,146,Summer
12518336,,,,,,146,Rainy
12477497,,,,,,146,Rainy
13106491,,,,,,146,Winter
12767196,,,,,,146,Rainy
12017501,,,,,,146,Summer
12729894,,,,,,146,Rainy
12739940,,,,,,146,Rainy
13254129,,,,,,146,Winter
13135225,,,,,,146,Winter
12503420,,,,,,146,Rainy
13210107,,,,,,146,Winter
11368906,,,,,,146,Summer
12486351,,,,,,146,Rainy
13054659,,,,,,146,Rainy
12042234,,,,,,146,Summer
11854447,,,,,,146,Summer
12878161,,,,,,146,Rainy
12551115,,,,,,146,Rainy
11770360,,,,,,146,Summer
12409325,,,,,,146,Rainy
12255819,,,,,,146,Rainy
12961660,,,,,,146,Rainy
11514993,,,,,,146,Summer
11814778,,,,,,146,Summer
12983437,,,,,,146,Rainy
11515467,,,,,,146,Summer
11730743,,,,,,146,Summer
11478711,,,,,,146,Summer
11730646,,,,,,146,Summer
13249340,,,,,,146,Winter
12775869,,,,,,146,Rainy
11561365,,,,,,146,Summer
13195207,,,,,,146,Winter
11815855,,,,,,146,Summer
13250886,,,,,,146,Winter
11816018,,,,,,146,Summer
13045952,,,,,,146,Rainy
12761978,,,,,,146,Rainy
13094759,,,,,,146,Winter
12487034,,,,,,146,Rainy
11572241,,,,,,146,Summer
13124607,,,,,,146,Winter
11642116,,,,,,146,Summer
11996963,,,,,,146,Summer
12256302,,,,,,146,Rainy
12709511,,,,,,146,Rainy
11352150,,,,,,146,Summer
11620034,,,,,,146,Summer
12409173,,,,,,146,Rainy
11619697,,,,,,146,Summer
13143616,,,,,,146,Winter
